render_wine_id,channel,candidate_rank,candidate_universe,candidate_id,candidate_nome,candidate_produtor,candidate_safra,candidate_tipo,raw_score,top1_top2_gap,batch_id
1740987,render_produtor,2,render,47072,melbury,bond,,tinto,0.2583,0.0,0
1740987,render_produtor,3,render,63669,matriarch,bond,,tinto,0.2583,0.0,0
1740984,render_nome_produtor,1,render,30794,saintestephe grand cru classe,chateau cos labory,2007,tinto,0.4333,0.0,0
1740984,render_nome_produtor,2,render,61100,charme de cos labory saintestephe,chateau cos labory,,tinto,0.4333,0.0,0
1740984,render_nome_produtor,3,render,1094482,le saintestephe de cos labory saintestephe,chateau cos labory,,tinto,0.4333,0.0,0
1740984,render_nome,1,render,61100,charme de cos labory saintestephe,chateau cos labory,,tinto,0.4333,0.0,0
1740984,render_nome,2,render,1094482,le saintestephe de cos labory saintestephe,chateau cos labory,,tinto,0.4333,0.0,0
1740984,render_nome,3,render,82922,cuvee labory margaux,chateau tayac,,tinto,0.2167,0.0,0
1740984,render_produtor,1,render,30794,saintestephe grand cru classe,chateau cos labory,2007,tinto,0.4333,0.0,0
1740984,render_produtor,2,render,61100,charme de cos labory saintestephe,chateau cos labory,,tinto,0.4333,0.0,0
1740984,render_produtor,3,render,1094482,le saintestephe de cos labory saintestephe,chateau cos labory,,tinto,0.4333,0.0,0
1740972,render_nome_produtor,1,render,76786,coteau du vau renou st nicolas de bourgueil,domaine de la noue,,tinto,0.26,0.0,0
1740972,render_nome_produtor,2,render,77595,st nicolas de bourgueil rose,domaine de la noue,,rose,0.26,0.0,0
1740972,render_nome_produtor,3,render,153171,st nicolas de bourgueil,domaine de la villatte,,tinto,0.26,0.0,0
1740972,render_nome,1,render,169329,domaine de la roche st martin brouilly,le mas de briante jean jacques bereziat,,tinto,0.26,0.0,0
1740972,render_nome,2,render,410893,domaine st joseph de la bosquet pays de mediterranee,laetitia audrey,,tinto,0.26,0.0,0
1740972,render_nome,3,render,41137,romanee st vivant,charles vienot,,tinto,0.195,0.0,0
1740972,render_produtor,1,render,648232,la vigne dalbert,domaine albert de conti,,tinto,0.26,0.0,0
1740972,render_produtor,2,render,1447599,chez paul la foudre du cabernet sauvignon,domaine albert de conti,,tinto,0.26,0.0,0
1740972,render_produtor,3,render,20177,la tache grand cru,domaine de la romaneeconti,,tinto,0.195,0.0,0
1740988,render_nome_produtor,1,render,11487,ebenezer shiraz,barossa valley estate,,tinto,0.195,0.0,0
1740988,render_nome_produtor,2,render,11489,e bass shiraz,barossa valley estate,,tinto,0.195,0.0,0
1740988,render_nome_produtor,3,render,11490,e minor shiraz,barossa valley estate,,tinto,0.195,0.0,0
