source_wine_id,canonical_wine_id,alias_source_type,status,current_vivino_id,current_suppressed_at,current_suppress_reason
2123273,841442,d17_20260419_221902,eligible,,,
2123275,841442,d17_20260419_221902,eligible,,,
2123325,18202,d17_20260419_221902,eligible,,,
2123328,181000,d17_20260419_221902,eligible,,,
2123337,366885,d17_20260419_221902,eligible,,,
2123346,150664,d17_20260419_221902,eligible,,,
2123356,18201,d17_20260419_221902,eligible,,,
2123357,18201,d17_20260419_221902,eligible,,,
2123358,18201,d17_20260419_221902,eligible,,,
2123377,1718128,d17_20260419_221902,eligible,,,
2123395,150664,d17_20260419_221902,eligible,,,
2123396,145434,d17_20260419_221902,eligible,,,
2123397,145434,d17_20260419_221902,eligible,,,
2123409,150664,d17_20260419_221902,eligible,,,
2123414,1170504,d17_20260419_221902,eligible,,,
2123417,1579556,d17_20260419_221902,eligible,,,
2123418,1579556,d17_20260419_221902,eligible,,,
2123422,150664,d17_20260419_221902,eligible,,,
2123426,145434,d17_20260419_221902,eligible,,,
2123428,145434,d17_20260419_221902,eligible,,,
2123429,399745,d17_20260419_221902,eligible,,,
2123430,56334,d17_20260419_221902,eligible,,,
2123437,99698,d17_20260419_221902,eligible,,,
2123444,99698,d17_20260419_221902,eligible,,,
2123447,99698,d17_20260419_221902,eligible,,,
2123449,56334,d17_20260419_221902,eligible,,,
2123461,263576,d17_20260419_221902,eligible,,,
2123464,86082,d17_20260419_221902,eligible,,,
2123469,56656,d17_20260419_221902,eligible,,,
2123470,181000,d17_20260419_221902,eligible,,,
2123473,1320522,d17_20260419_221902,eligible,,,
2123475,1123403,d17_20260419_221902,eligible,,,
2123481,399745,d17_20260419_221902,eligible,,,
2123484,399745,d17_20260419_221902,eligible,,,
2123485,399745,d17_20260419_221902,eligible,,,
2123495,1320522,d17_20260419_221902,eligible,,,
2123499,1504226,d17_20260419_221902,eligible,,,
2123510,1676797,d17_20260419_221902,eligible,,,
2123513,1170504,d17_20260419_221902,eligible,,,
2123518,1170504,d17_20260419_221902,eligible,,,
2123519,1170504,d17_20260419_221902,eligible,,,
2123520,1170504,d17_20260419_221902,eligible,,,
2123525,1170504,d17_20260419_221902,eligible,,,
2123527,1170504,d17_20260419_221902,eligible,,,
2123528,591936,d17_20260419_221902,eligible,,,
2123534,1170504,d17_20260419_221902,eligible,,,
2123538,1170504,d17_20260419_221902,eligible,,,
2123540,1170504,d17_20260419_221902,eligible,,,
2123542,921647,d17_20260419_221902,eligible,,,
2123556,18159,d17_20260419_221902,eligible,,,
2123577,18182,d17_20260419_221902,eligible,,,
2123615,266339,d17_20260419_221902,eligible,,,
2123624,804537,d17_20260419_221902,eligible,,,
2123626,223470,d17_20260419_221902,eligible,,,
2123628,223470,d17_20260419_221902,eligible,,,
2123629,448207,d17_20260419_221902,eligible,,,
2123633,1657849,d17_20260419_221902,eligible,,,
2123635,1657849,d17_20260419_221902,eligible,,,
2123655,1576749,d17_20260419_221902,eligible,,,
2123658,1576749,d17_20260419_221902,eligible,,,
2123668,13821,d17_20260419_221902,eligible,,,
2123699,1575116,d17_20260419_221902,eligible,,,
2123701,1575116,d17_20260419_221902,eligible,,,
2123708,13821,d17_20260419_221902,eligible,,,
2123709,13823,d17_20260419_221902,eligible,,,
2123710,13823,d17_20260419_221902,eligible,,,
2123731,45966,d17_20260419_221902,eligible,,,
2123735,45966,d17_20260419_221902,eligible,,,
2123739,45966,d17_20260419_221902,eligible,,,
2123752,45966,d17_20260419_221902,eligible,,,
2123754,45966,d17_20260419_221902,eligible,,,
2123756,45966,d17_20260419_221902,eligible,,,
2123757,45966,d17_20260419_221902,eligible,,,
2123758,16490,d17_20260419_221902,eligible,,,
2123768,1169152,d17_20260419_221902,eligible,,,
2123771,830817,d17_20260419_221902,eligible,,,
2123772,830817,d17_20260419_221902,eligible,,,
2123774,830817,d17_20260419_221902,eligible,,,
2123776,830817,d17_20260419_221902,eligible,,,
2123781,1169152,d17_20260419_221902,eligible,,,
2123796,1011993,d17_20260419_221902,eligible,,,
2123799,1011993,d17_20260419_221902,eligible,,,
2123803,1011993,d17_20260419_221902,eligible,,,
2123811,427506,d17_20260419_221902,eligible,,,
2123815,427506,d17_20260419_221902,eligible,,,
2123832,45965,d17_20260419_221902,eligible,,,
2123865,1401515,d17_20260419_221902,eligible,,,
2123868,1369773,d17_20260419_221902,eligible,,,
2123876,39685,d17_20260419_221902,eligible,,,
2123879,830817,d17_20260419_221902,eligible,,,
2123885,830817,d17_20260419_221902,eligible,,,
2123887,830817,d17_20260419_221902,eligible,,,
2123889,830817,d17_20260419_221902,eligible,,,
2123891,830817,d17_20260419_221902,eligible,,,
2123898,830817,d17_20260419_221902,eligible,,,
2123900,830817,d17_20260419_221902,eligible,,,
2123905,830817,d17_20260419_221902,eligible,,,
2123933,1027911,d17_20260419_221902,eligible,,,
2123935,1027911,d17_20260419_221902,eligible,,,
2123960,1027911,d17_20260419_221902,eligible,,,
2123964,1027911,d17_20260419_221902,eligible,,,
2123965,45966,d17_20260419_221902,eligible,,,
2123967,1027911,d17_20260419_221902,eligible,,,
2123976,1027911,d17_20260419_221902,eligible,,,
2123978,1027911,d17_20260419_221902,eligible,,,
2123980,1027911,d17_20260419_221902,eligible,,,
2123986,1027911,d17_20260419_221902,eligible,,,
2124022,424161,d17_20260419_221902,eligible,,,
2124069,45966,d17_20260419_221902,eligible,,,
2124075,45966,d17_20260419_221902,eligible,,,
2124076,45966,d17_20260419_221902,eligible,,,
2124079,45966,d17_20260419_221902,eligible,,,
2124081,45966,d17_20260419_221902,eligible,,,
2124084,45966,d17_20260419_221902,eligible,,,
2124085,453318,d17_20260419_221902,eligible,,,
2124086,1505634,d17_20260419_221902,eligible,,,
2124087,45966,d17_20260419_221902,eligible,,,
2124089,45966,d17_20260419_221902,eligible,,,
2124090,45966,d17_20260419_221902,eligible,,,
2124092,45966,d17_20260419_221902,eligible,,,
2124096,1080829,d17_20260419_221902,eligible,,,
2124100,848041,d17_20260419_221902,eligible,,,
2124102,174063,d17_20260419_221902,eligible,,,
2124103,1144103,d17_20260419_221902,eligible,,,
2124105,1142059,d17_20260419_221902,eligible,,,
2124107,1142059,d17_20260419_221902,eligible,,,
2124109,288483,d17_20260419_221902,eligible,,,
2124112,1263291,d17_20260419_221902,eligible,,,
2124113,1263291,d17_20260419_221902,eligible,,,
2124114,1263291,d17_20260419_221902,eligible,,,
2124115,1263291,d17_20260419_221902,eligible,,,
2124116,848041,d17_20260419_221902,eligible,,,
2124117,848041,d17_20260419_221902,eligible,,,
2124118,848041,d17_20260419_221902,eligible,,,
2124119,848041,d17_20260419_221902,eligible,,,
2124120,848041,d17_20260419_221902,eligible,,,
2124121,848041,d17_20260419_221902,eligible,,,
2124123,848041,d17_20260419_221902,eligible,,,
2124125,429474,d17_20260419_221902,eligible,,,
2124126,429474,d17_20260419_221902,eligible,,,
2124127,794381,d17_20260419_221902,eligible,,,
2124128,560632,d17_20260419_221902,eligible,,,
2124129,1500532,d17_20260419_221902,eligible,,,
2124131,769162,d17_20260419_221902,eligible,,,
2124132,769162,d17_20260419_221902,eligible,,,
2124133,769162,d17_20260419_221902,eligible,,,
2124134,267075,d17_20260419_221902,eligible,,,
2124135,267075,d17_20260419_221902,eligible,,,
2124136,764415,d17_20260419_221902,eligible,,,
2124139,155073,d17_20260419_221902,eligible,,,
2124140,155073,d17_20260419_221902,eligible,,,
2124141,155073,d17_20260419_221902,eligible,,,
2124142,155073,d17_20260419_221902,eligible,,,
2124143,155073,d17_20260419_221902,eligible,,,
2124144,155073,d17_20260419_221902,eligible,,,
2124145,155073,d17_20260419_221902,eligible,,,
2124160,769162,d17_20260419_221902,eligible,,,
2124161,769162,d17_20260419_221902,eligible,,,
2124165,155073,d17_20260419_221902,eligible,,,
2124168,41023,d17_20260419_221902,eligible,,,
2124173,210206,d17_20260419_221902,eligible,,,
2124174,831212,d17_20260419_221902,eligible,,,
2124176,41023,d17_20260419_221902,eligible,,,
2124178,607724,d17_20260419_221902,eligible,,,
2124182,607724,d17_20260419_221902,eligible,,,
2124183,41023,d17_20260419_221902,eligible,,,
2124188,313055,d17_20260419_221902,eligible,,,
2124189,41023,d17_20260419_221902,eligible,,,
2124190,267075,d17_20260419_221902,eligible,,,
2124196,41023,d17_20260419_221902,eligible,,,
2124220,308306,d17_20260419_221902,eligible,,,
2124222,122263,d17_20260419_221902,eligible,,,
2124224,210206,d17_20260419_221902,eligible,,,
2124227,210206,d17_20260419_221902,eligible,,,
2124231,210206,d17_20260419_221902,eligible,,,
2124248,106962,d17_20260419_221902,eligible,,,
2124250,106962,d17_20260419_221902,eligible,,,
2124270,443959,d17_20260419_221902,eligible,,,
2124281,636543,d17_20260419_221902,eligible,,,
2124292,709988,d17_20260419_221902,eligible,,,
2124295,880063,d17_20260419_221902,eligible,,,
2124297,880063,d17_20260419_221902,eligible,,,
2124304,1569944,d17_20260419_221902,eligible,,,
2124306,100742,d17_20260419_221902,eligible,,,
2124309,41023,d17_20260419_221902,eligible,,,
2124314,41023,d17_20260419_221902,eligible,,,
2124317,41023,d17_20260419_221902,eligible,,,
2124320,41023,d17_20260419_221902,eligible,,,
2124340,774399,d17_20260419_221902,eligible,,,
2124348,631180,d17_20260419_221902,eligible,,,
2124352,1205844,d17_20260419_221902,eligible,,,
2124354,82709,d17_20260419_221902,eligible,,,
2124355,41023,d17_20260419_221902,eligible,,,
2124381,267481,d17_20260419_221902,eligible,,,
2124382,640054,d17_20260419_221902,eligible,,,
2124384,267481,d17_20260419_221902,eligible,,,
2124387,856309,d17_20260419_221902,eligible,,,
2124388,851609,d17_20260419_221902,eligible,,,
2124394,28538,d17_20260419_221902,eligible,,,
2124401,444928,d17_20260419_221902,eligible,,,
2124402,17578,d17_20260419_221902,eligible,,,
2124448,432577,d17_20260419_221902,eligible,,,
2124449,432577,d17_20260419_221902,eligible,,,
2124479,432577,d17_20260419_221902,eligible,,,
2124482,432577,d17_20260419_221902,eligible,,,
2124484,432577,d17_20260419_221902,eligible,,,
2124490,432577,d17_20260419_221902,eligible,,,
2124598,14438,d17_20260419_221902,eligible,,,
2124914,61687,d17_20260419_221902,eligible,,,
2124944,194345,d17_20260419_221902,eligible,,,
2125031,1332560,d17_20260419_221902,eligible,,,
2125079,359316,d17_20260419_221902,eligible,,,
2125112,214944,d17_20260419_221902,eligible,,,
2125124,1618357,d17_20260419_221902,eligible,,,
2125281,5458,d17_20260419_221902,eligible,,,
2125286,273143,d17_20260419_221902,eligible,,,
2125316,786726,d17_20260419_221902,eligible,,,
2125327,1347771,d17_20260419_221902,eligible,,,
2125337,968382,d17_20260419_221902,eligible,,,
2125371,1238553,d17_20260419_221902,eligible,,,
2125383,853341,d17_20260419_221902,eligible,,,
2125406,87125,d17_20260419_221902,eligible,,,
2125414,413820,d17_20260419_221902,eligible,,,
2125422,413820,d17_20260419_221902,eligible,,,
2125429,1284712,d17_20260419_221902,eligible,,,
2125502,17383,d17_20260419_221902,eligible,,,
2125530,88362,d17_20260419_221902,eligible,,,
2125582,1101565,d17_20260419_221902,eligible,,,
2125591,1309683,d17_20260419_221902,eligible,,,
2125602,24780,d17_20260419_221902,eligible,,,
2125615,1739386,d17_20260419_221902,eligible,,,
2125622,343498,d17_20260419_221902,eligible,,,
2125626,182455,d17_20260419_221902,eligible,,,
2125648,240600,d17_20260419_221902,eligible,,,
2125698,802204,d17_20260419_221902,eligible,,,
2125702,1189507,d17_20260419_221902,eligible,,,
2125799,82377,d17_20260419_221902,eligible,,,
2125800,923809,d17_20260419_221902,eligible,,,
2125807,343498,d17_20260419_221902,eligible,,,
2125842,701401,d17_20260419_221902,eligible,,,
2125844,701401,d17_20260419_221902,eligible,,,
2125846,701401,d17_20260419_221902,eligible,,,
2125851,8718,d17_20260419_221902,eligible,,,
2125864,223978,d17_20260419_221902,eligible,,,
2125868,675876,d17_20260419_221902,eligible,,,
2125890,362108,d17_20260419_221902,eligible,,,
2125951,47168,d17_20260419_221902,eligible,,,
2125969,24586,d17_20260419_221902,eligible,,,
2126000,219857,d17_20260419_221902,eligible,,,
2126001,219857,d17_20260419_221902,eligible,,,
2126010,1019726,d17_20260419_221902,eligible,,,
2126106,26241,d17_20260419_221902,eligible,,,
2126109,1362838,d17_20260419_221902,eligible,,,
2126225,867078,d17_20260419_221902,eligible,,,
2126228,225420,d17_20260419_221902,eligible,,,
2126233,1284797,d17_20260419_221902,eligible,,,
2126284,498042,d17_20260419_221902,eligible,,,
2126348,981394,d17_20260419_221902,eligible,,,
2126371,981394,d17_20260419_221902,eligible,,,
2126380,981394,d17_20260419_221902,eligible,,,
2126381,981394,d17_20260419_221902,eligible,,,
2126405,981394,d17_20260419_221902,eligible,,,
2126419,981394,d17_20260419_221902,eligible,,,
2126481,180951,d17_20260419_221902,eligible,,,
2126482,212847,d17_20260419_221902,eligible,,,
2126493,198847,d17_20260419_221902,eligible,,,
2126563,991369,d17_20260419_221902,eligible,,,
2126566,991369,d17_20260419_221902,eligible,,,
2126569,1575102,d17_20260419_221902,eligible,,,
2126583,1448540,d17_20260419_221902,eligible,,,
2126586,991369,d17_20260419_221902,eligible,,,
2126591,991369,d17_20260419_221902,eligible,,,
2126593,991369,d17_20260419_221902,eligible,,,
2126599,991369,d17_20260419_221902,eligible,,,
2126621,1369578,d17_20260419_221902,eligible,,,
2126640,1324519,d17_20260419_221902,eligible,,,
2126652,981394,d17_20260419_221902,eligible,,,
2126659,886011,d17_20260419_221902,eligible,,,
2127011,1659652,d17_20260419_221902,eligible,,,
2127118,95900,d17_20260419_221902,eligible,,,
2127120,227165,d17_20260419_221902,eligible,,,
2127127,95900,d17_20260419_221902,eligible,,,
2127152,318898,d17_20260419_221902,eligible,,,
2127156,318898,d17_20260419_221902,eligible,,,
2127158,318898,d17_20260419_221902,eligible,,,
2127191,494031,d17_20260419_221902,eligible,,,
2127227,443535,d17_20260419_221902,eligible,,,
2127229,443535,d17_20260419_221902,eligible,,,
2127236,443535,d17_20260419_221902,eligible,,,
2127238,164934,d17_20260419_221902,eligible,,,
2127239,683921,d17_20260419_221902,eligible,,,
2127240,1373969,d17_20260419_221902,eligible,,,
2127242,318898,d17_20260419_221902,eligible,,,
2127244,318898,d17_20260419_221902,eligible,,,
2127248,411604,d17_20260419_221902,eligible,,,
2127263,344716,d17_20260419_221902,eligible,,,
2127267,19294,d17_20260419_221902,eligible,,,
2127269,19294,d17_20260419_221902,eligible,,,
2127270,1132197,d17_20260419_221902,eligible,,,
2127271,565326,d17_20260419_221902,eligible,,,
2127273,1132197,d17_20260419_221902,eligible,,,
2127274,1132197,d17_20260419_221902,eligible,,,
2127275,1132197,d17_20260419_221902,eligible,,,
2127276,1132197,d17_20260419_221902,eligible,,,
2127278,1132197,d17_20260419_221902,eligible,,,
2127281,1132197,d17_20260419_221902,eligible,,,
2127284,1132197,d17_20260419_221902,eligible,,,
2127287,1132197,d17_20260419_221902,eligible,,,
2127290,1132197,d17_20260419_221902,eligible,,,
2127293,1132197,d17_20260419_221902,eligible,,,
2127302,1146914,d17_20260419_221902,eligible,,,
2127304,1146914,d17_20260419_221902,eligible,,,
2127306,1146914,d17_20260419_221902,eligible,,,
2127353,180490,d17_20260419_221902,eligible,,,
2127365,971649,d17_20260419_221902,eligible,,,
2127398,620855,d17_20260419_221902,eligible,,,
2127407,468535,d17_20260419_221902,eligible,,,
2127413,290724,d17_20260419_221902,eligible,,,
2127416,290724,d17_20260419_221902,eligible,,,
2127417,24586,d17_20260419_221902,eligible,,,
2127424,290724,d17_20260419_221902,eligible,,,
2127427,290724,d17_20260419_221902,eligible,,,
2127429,290724,d17_20260419_221902,eligible,,,
2127434,290724,d17_20260419_221902,eligible,,,
2127436,290724,d17_20260419_221902,eligible,,,
2127439,290724,d17_20260419_221902,eligible,,,
2127442,290724,d17_20260419_221902,eligible,,,
2127444,290724,d17_20260419_221902,eligible,,,
2127446,290724,d17_20260419_221902,eligible,,,
2127451,19295,d17_20260419_221902,eligible,,,
2127455,19295,d17_20260419_221902,eligible,,,
2127459,19295,d17_20260419_221902,eligible,,,
2127462,19295,d17_20260419_221902,eligible,,,
2127463,19295,d17_20260419_221902,eligible,,,
2127466,19295,d17_20260419_221902,eligible,,,
2127468,19295,d17_20260419_221902,eligible,,,
2127477,42050,d17_20260419_221902,eligible,,,
2127495,19295,d17_20260419_221902,eligible,,,
2127512,19295,d17_20260419_221902,eligible,,,
2127514,19295,d17_20260419_221902,eligible,,,
2127527,19295,d17_20260419_221902,eligible,,,
2127528,19295,d17_20260419_221902,eligible,,,
2127529,19295,d17_20260419_221902,eligible,,,
2127530,19295,d17_20260419_221902,eligible,,,
2127531,19295,d17_20260419_221902,eligible,,,
2127533,19295,d17_20260419_221902,eligible,,,
2127535,19295,d17_20260419_221902,eligible,,,
2127537,19295,d17_20260419_221902,eligible,,,
2127539,19295,d17_20260419_221902,eligible,,,
2127543,19295,d17_20260419_221902,eligible,,,
2127546,19295,d17_20260419_221902,eligible,,,
2127572,19298,d17_20260419_221902,eligible,,,
2127604,1132197,d17_20260419_221902,eligible,,,
2127605,1132197,d17_20260419_221902,eligible,,,
2127606,1132197,d17_20260419_221902,eligible,,,
2127609,1132197,d17_20260419_221902,eligible,,,
2127611,1132197,d17_20260419_221902,eligible,,,
2127623,1132197,d17_20260419_221902,eligible,,,
2127626,1132197,d17_20260419_221902,eligible,,,
2127628,19297,d17_20260419_221902,eligible,,,
2127630,19297,d17_20260419_221902,eligible,,,
2127633,19297,d17_20260419_221902,eligible,,,
2127634,19297,d17_20260419_221902,eligible,,,
2127636,19297,d17_20260419_221902,eligible,,,
2127637,19297,d17_20260419_221902,eligible,,,
2127640,19297,d17_20260419_221902,eligible,,,
2127645,19297,d17_20260419_221902,eligible,,,
2127647,19297,d17_20260419_221902,eligible,,,
2127655,19297,d17_20260419_221902,eligible,,,
2127659,19297,d17_20260419_221902,eligible,,,
2127674,19297,d17_20260419_221902,eligible,,,
2127676,19297,d17_20260419_221902,eligible,,,
2127677,19297,d17_20260419_221902,eligible,,,
2127679,19297,d17_20260419_221902,eligible,,,
2127682,19297,d17_20260419_221902,eligible,,,
2127684,19297,d17_20260419_221902,eligible,,,
2127687,19297,d17_20260419_221902,eligible,,,
2127690,19297,d17_20260419_221902,eligible,,,
2127693,19297,d17_20260419_221902,eligible,,,
2127698,19297,d17_20260419_221902,eligible,,,
2127700,19297,d17_20260419_221902,eligible,,,
2127701,19297,d17_20260419_221902,eligible,,,
2127703,19297,d17_20260419_221902,eligible,,,
2127705,19297,d17_20260419_221902,eligible,,,
2127706,19297,d17_20260419_221902,eligible,,,
2127720,565326,d17_20260419_221902,eligible,,,
2127723,565326,d17_20260419_221902,eligible,,,
2127726,565326,d17_20260419_221902,eligible,,,
2127728,565326,d17_20260419_221902,eligible,,,
2127730,565326,d17_20260419_221902,eligible,,,
2127732,565326,d17_20260419_221902,eligible,,,
2127736,565326,d17_20260419_221902,eligible,,,
2127749,565326,d17_20260419_221902,eligible,,,
2127765,19297,d17_20260419_221902,eligible,,,
2127766,19294,d17_20260419_221902,eligible,,,
2127767,19297,d17_20260419_221902,eligible,,,
2127768,19297,d17_20260419_221902,eligible,,,
2127769,19297,d17_20260419_221902,eligible,,,
2127771,19297,d17_20260419_221902,eligible,,,
2127772,19297,d17_20260419_221902,eligible,,,
2127773,19297,d17_20260419_221902,eligible,,,
2127774,19297,d17_20260419_221902,eligible,,,
2127775,19297,d17_20260419_221902,eligible,,,
2127776,19297,d17_20260419_221902,eligible,,,
2127777,19297,d17_20260419_221902,eligible,,,
2127779,19297,d17_20260419_221902,eligible,,,
2127782,19297,d17_20260419_221902,eligible,,,
2127786,19297,d17_20260419_221902,eligible,,,
2127791,19297,d17_20260419_221902,eligible,,,
2127799,19297,d17_20260419_221902,eligible,,,
2127801,19297,d17_20260419_221902,eligible,,,
2127811,19294,d17_20260419_221902,eligible,,,
2127814,19294,d17_20260419_221902,eligible,,,
2127815,19294,d17_20260419_221902,eligible,,,
2127817,19294,d17_20260419_221902,eligible,,,
2127819,19294,d17_20260419_221902,eligible,,,
2127821,19294,d17_20260419_221902,eligible,,,
2127823,19294,d17_20260419_221902,eligible,,,
2127825,19294,d17_20260419_221902,eligible,,,
2127827,19294,d17_20260419_221902,eligible,,,
2127830,19294,d17_20260419_221902,eligible,,,
2127831,19294,d17_20260419_221902,eligible,,,
2127835,19294,d17_20260419_221902,eligible,,,
2127837,19294,d17_20260419_221902,eligible,,,
2127840,19294,d17_20260419_221902,eligible,,,
2127842,19294,d17_20260419_221902,eligible,,,
2127845,19294,d17_20260419_221902,eligible,,,
2127848,19294,d17_20260419_221902,eligible,,,
2127851,19294,d17_20260419_221902,eligible,,,
2127854,19294,d17_20260419_221902,eligible,,,
2127857,19294,d17_20260419_221902,eligible,,,
2127862,19294,d17_20260419_221902,eligible,,,
2127863,19294,d17_20260419_221902,eligible,,,
2127864,19294,d17_20260419_221902,eligible,,,
2127869,19294,d17_20260419_221902,eligible,,,
2127871,1602076,d17_20260419_221902,eligible,,,
2127872,19294,d17_20260419_221902,eligible,,,
2127875,19294,d17_20260419_221902,eligible,,,
2127878,19294,d17_20260419_221902,eligible,,,
2127880,19294,d17_20260419_221902,eligible,,,
2127882,19294,d17_20260419_221902,eligible,,,
2127886,19294,d17_20260419_221902,eligible,,,
2127889,19294,d17_20260419_221902,eligible,,,
2127894,19294,d17_20260419_221902,eligible,,,
2127897,19294,d17_20260419_221902,eligible,,,
2127900,19294,d17_20260419_221902,eligible,,,
2127903,19294,d17_20260419_221902,eligible,,,
2127909,19294,d17_20260419_221902,eligible,,,
2127912,19294,d17_20260419_221902,eligible,,,
2127922,912731,d17_20260419_221902,eligible,,,
2127923,19294,d17_20260419_221902,eligible,,,
2127925,19294,d17_20260419_221902,eligible,,,
2127927,19294,d17_20260419_221902,eligible,,,
2127967,180276,d17_20260419_221902,eligible,,,
2127969,246240,d17_20260419_221902,eligible,,,
2127989,185355,d17_20260419_221902,eligible,,,
2128006,1425412,d17_20260419_221902,eligible,,,
2128032,482165,d17_20260419_221902,eligible,,,
2128050,147931,d17_20260419_221902,eligible,,,
2128051,399529,d17_20260419_221902,eligible,,,
2128055,399529,d17_20260419_221902,eligible,,,
2128057,399529,d17_20260419_221902,eligible,,,
2128060,1021520,d17_20260419_221902,eligible,,,
2128062,1021520,d17_20260419_221902,eligible,,,
2128091,331802,d17_20260419_221902,eligible,,,
2128105,335744,d17_20260419_221902,eligible,,,
2128120,1453165,d17_20260419_221902,eligible,,,
2128197,72127,d17_20260419_221902,eligible,,,
2128209,1033952,d17_20260419_221902,eligible,,,
2128224,1459729,d17_20260419_221902,eligible,,,
2128228,1577498,d17_20260419_221902,eligible,,,
2128232,1540228,d17_20260419_221902,eligible,,,
2128234,1590924,d17_20260419_221902,eligible,,,
2128241,19294,d17_20260419_221902,eligible,,,
2128243,19294,d17_20260419_221902,eligible,,,
2128245,19294,d17_20260419_221902,eligible,,,
2128247,19294,d17_20260419_221902,eligible,,,
2128248,19294,d17_20260419_221902,eligible,,,
2128250,19294,d17_20260419_221902,eligible,,,
2128253,19294,d17_20260419_221902,eligible,,,
2128272,19294,d17_20260419_221902,eligible,,,
2128276,19294,d17_20260419_221902,eligible,,,
2128278,19294,d17_20260419_221902,eligible,,,
2128279,19294,d17_20260419_221902,eligible,,,
2128287,19294,d17_20260419_221902,eligible,,,
2128290,19294,d17_20260419_221902,eligible,,,
2128293,19294,d17_20260419_221902,eligible,,,
2128297,19294,d17_20260419_221902,eligible,,,
2128320,24586,d17_20260419_221902,eligible,,,
2128333,1432719,d17_20260419_221902,eligible,,,
2128347,508484,d17_20260419_221902,eligible,,,
2128352,120430,d17_20260419_221902,eligible,,,
2128354,1211442,d17_20260419_221902,eligible,,,
2128362,62581,d17_20260419_221902,eligible,,,
2128366,158406,d17_20260419_221902,eligible,,,
2128368,19294,d17_20260419_221902,eligible,,,
2128371,19294,d17_20260419_221902,eligible,,,
2128372,19294,d17_20260419_221902,eligible,,,
2128376,19294,d17_20260419_221902,eligible,,,
2128378,19294,d17_20260419_221902,eligible,,,
2128379,19294,d17_20260419_221902,eligible,,,
2128382,19294,d17_20260419_221902,eligible,,,
2128386,19294,d17_20260419_221902,eligible,,,
2128388,19294,d17_20260419_221902,eligible,,,
2128390,19294,d17_20260419_221902,eligible,,,
2128394,19294,d17_20260419_221902,eligible,,,
2128396,19294,d17_20260419_221902,eligible,,,
2128397,19294,d17_20260419_221902,eligible,,,
2128400,19294,d17_20260419_221902,eligible,,,
2128401,19294,d17_20260419_221902,eligible,,,
2128402,19294,d17_20260419_221902,eligible,,,
2128404,19294,d17_20260419_221902,eligible,,,
2128405,19294,d17_20260419_221902,eligible,,,
2128406,19294,d17_20260419_221902,eligible,,,
2128408,19294,d17_20260419_221902,eligible,,,
2128410,19294,d17_20260419_221902,eligible,,,
2128411,19294,d17_20260419_221902,eligible,,,
2128413,19294,d17_20260419_221902,eligible,,,
2128415,1132197,d17_20260419_221902,eligible,,,
2128417,19295,d17_20260419_221902,eligible,,,
2128419,19295,d17_20260419_221902,eligible,,,
2128421,19295,d17_20260419_221902,eligible,,,
2128424,19295,d17_20260419_221902,eligible,,,
2128427,19295,d17_20260419_221902,eligible,,,
2128434,19297,d17_20260419_221902,eligible,,,
2128437,19297,d17_20260419_221902,eligible,,,
2128438,19297,d17_20260419_221902,eligible,,,
2128443,290724,d17_20260419_221902,eligible,,,
2128444,290724,d17_20260419_221902,eligible,,,
2128446,290724,d17_20260419_221902,eligible,,,
2128448,290724,d17_20260419_221902,eligible,,,
2128449,290724,d17_20260419_221902,eligible,,,
2128452,565326,d17_20260419_221902,eligible,,,
2128454,565326,d17_20260419_221902,eligible,,,
2128456,565326,d17_20260419_221902,eligible,,,
2128459,565326,d17_20260419_221902,eligible,,,
2128463,565326,d17_20260419_221902,eligible,,,
2128465,565326,d17_20260419_221902,eligible,,,
2128468,565326,d17_20260419_221902,eligible,,,
2128472,565326,d17_20260419_221902,eligible,,,
2128473,565326,d17_20260419_221902,eligible,,,
2128476,565326,d17_20260419_221902,eligible,,,
2128481,565326,d17_20260419_221902,eligible,,,
2128486,565326,d17_20260419_221902,eligible,,,
2128491,565326,d17_20260419_221902,eligible,,,
2128493,565326,d17_20260419_221902,eligible,,,
2128508,19295,d17_20260419_221902,eligible,,,
2128510,19295,d17_20260419_221902,eligible,,,
2128514,19295,d17_20260419_221902,eligible,,,
2128520,19295,d17_20260419_221902,eligible,,,
2128522,19297,d17_20260419_221902,eligible,,,
2128525,19297,d17_20260419_221902,eligible,,,
2128530,19297,d17_20260419_221902,eligible,,,
2128532,19297,d17_20260419_221902,eligible,,,
2128535,19297,d17_20260419_221902,eligible,,,
2128539,19297,d17_20260419_221902,eligible,,,
2128542,19297,d17_20260419_221902,eligible,,,
2128547,19297,d17_20260419_221902,eligible,,,
2128550,19297,d17_20260419_221902,eligible,,,
2128556,19297,d17_20260419_221902,eligible,,,
2128578,331444,d17_20260419_221902,eligible,,,
2128589,19297,d17_20260419_221902,eligible,,,
2128592,19297,d17_20260419_221902,eligible,,,
2128595,19297,d17_20260419_221902,eligible,,,
2128599,19297,d17_20260419_221902,eligible,,,
2128600,19297,d17_20260419_221902,eligible,,,
2128611,19297,d17_20260419_221902,eligible,,,
2128614,19297,d17_20260419_221902,eligible,,,
2128618,19297,d17_20260419_221902,eligible,,,
2128643,181158,d17_20260419_221902,eligible,,,
2128672,981394,d17_20260419_221902,eligible,,,
2128689,855398,d17_20260419_221902,eligible,,,
2128699,19294,d17_20260419_221902,eligible,,,
2128700,19294,d17_20260419_221902,eligible,,,
2128701,19294,d17_20260419_221902,eligible,,,
2128702,19294,d17_20260419_221902,eligible,,,
